Tag,Eng Units,Archive Zero,Archive Span,Observed Zero,Observed Span,Flag,Status,Snapshot Start Time,Snapshot Count,Scan Rate (Observed),Archive Exc Dev,Archive Exc Min,Archive Exc Max,Archive Comp Dev,Archive Comp Min,Archive Comp Max,Archive Fidelity(%),Archive Count,Archive Ratio(%),Archive Data Storage(MB),Recommended Exc Dev,Recommended Exc Min,Recommended Exc Max,Recommended Comp Dev,Recommended Comp Min,Recommended Fidelity(%),Recommended Count,Recommended Ratio(%),Recommended Data Storage(MB),Annual Data Storage Savings(MB),Fidelity Change(%)
R_5RTI6352K-PV,,0,1000,513.6663,193.3295,-,-,10/10/2019 9:16:07 AM,52954,2 (2) s,0,0 s,10 m,0.5999999,0 s,8 h,91.7,7663,14.47105,,0.225106,0 s,10 m,0.4502119,0 s,88.1,9367,17.68894,,,-3.6
R_6ZTIC15224-VL,,0,100,7,42.54422,-,-,10/24/2019 9:17:02 AM,996994,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996008,99.90111,,0.02322524,0 s,1 m,0.04645047,0 s,89.5,33228,3.332818,,,-10.5
R_6ZTI15075-PV,DEGF,32,392,204.2904,28.43629,-,-,10/22/2019 3:18:49 PM,998086,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,995303,99.72116,,0.058658,0 s,1 m,0.117316,0 s,85.1,29202,2.9258,,,-14.9
R_6ZLIC15187-VL,,0,100,41.01715,45.22425,-,-,10/24/2019 5:50:18 PM,997232,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997070,99.98376,,0.04074136,0 s,1 m,0.08148272,0 s,89.8,209083,20.96634,,,-10.2
R_5ZLIC6141-PV,%,0,100,9.068186,26.58978,Hard to Compress,-,10/10/2019 9:16:31 AM,109345,2 (2) s,0,0 s,1 m,0.0625,0 s,5 m,98.6,102535,93.772,,0.007900381,0 s,1 m,0.01580076,0 s,99.5,106964,97.82249,,,0.9
R_5RHIC6917-PV,%,-100,200,10.13275,23.24849,-,-,10/15/2019 11:52:00 AM,99295,7 (7) s,2,0 s,10 m,4,0 s,8 h,18.1,85,0.08560351,,0.0400662,0 s,10 m,0.0801324,0 s,85.7,35612,35.86485,,,67.6
P_0OFI15402-PV,GPM,0,260,-0.01490831,269.4399,-,-,10/23/2019 7:54:27 PM,996648,4 (4) s,0,0 s,10 m,0.5,0 s,8 h,94.5,417266,41.86694,,0.2675748,0 s,10 m,0.5351497,0 s,86.8,400425,40.17717,,,-7.7
R_0ZTI3514-PV,DEGF,0,300,99.98875,194.481,-,Stale,9/26/2019 10:35:42 AM,84830,1 (1) s,0.0001,0 s,10 m,0.0002,0 s,8 h,100,84233,99.29624,,0.0921525,0 s,10 m,0.184305,0 s,87.7,22922,27.0211,,,-12.3
R_5RHIC6916-PV,%,-100,200,9.75191,22.12814,-,-,10/15/2019 11:46:09 AM,82141,7 (7) s,2,0 s,10 m,4,0 s,8 h,26.9,69,0.0840019,,0.04049083,0 s,10 m,0.08098166,0 s,85.5,30039,36.57005,,,58.6
R_5RWI2041D3-PV,LBS,-100000,200000,-9995.332,5026.83,Hard to Compress,Stale,10/10/2019 9:18:43 AM,3767,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3766,99.97345,,12.36837,0 s,10 m,24.73674,0 s,97.5,3521,93.4696,,,-2.5
R_0ZLI14865-PV,PCT,0,100,4.029783,7.172537,-,-,10/23/2019 6:48:36 AM,998240,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997443,99.92016,,0.01130629,0 s,1 m,0.02261258,0 s,85.6,253728,25.41753,,,-14.4
R_6ZII16312-PV,%ML,0,100,79.59671,10.23022,Check Signal,-,10/21/2019 12:04:35 AM,998210,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997078,99.8866,,0.001953617,0 s,1 m,0.003907234,0 s,91.2,770595,77.19769,,,-8.8
R_5RTI6352L-PV,MIN,0,1000,505.3185,199.2141,-,-,10/10/2019 9:16:11 AM,38669,2 (2) s,0,0 s,10 m,0.5999999,0 s,8 h,92,6476,16.74726,,0.2358238,0 s,10 m,0.4716477,0 s,88.6,7622,19.71088,,,-3.4
R_6ZPDI15363-PV,PSID,0,15,0.01041124,1.790734,Check Signal,-,10/24/2019 12:19:24 AM,997265,2 (2) s,1.5E-05,0 s,1 m,3E-05,0 s,5 m,100,997063,99.97974,,0.009057783,0 s,1 m,0.01811557,0 s,88,707408,70.93481,,,-12
R_6ZTI15147-PV,DEGF,32,392,160.0048,6.612198,-,-,10/23/2019 5:07:17 PM,997506,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,996491,99.89825,,0.01577301,0 s,1 m,0.03154602,0 s,89.8,526108,52.74234,,,-10.2
P_2PAIC6963A-PV,PH,0,14,5.109339,6.702151,-,-,10/15/2019 11:46:33 AM,26142,4 (4) s,1.4E-05,0 s,10 m,2.8E-05,0 s,8 h,100,26092,99.80873,,0.004932289,0 s,10 m,0.009864579,0 s,85.9,15292,58.49591,,,-14.1
R_6ZPI15255-PV,PSIG,0,100,1.770526,43.36053,-,-,10/15/2019 11:45:24 AM,833654,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,832757,99.8924,,0.04079152,0 s,1 m,0.08158305,0 s,91,40628,4.873485,,,-9
R_5RHIC6916-VL,PCT,0,100,9.75191,22.12814,-,-,10/15/2019 11:56:09 AM,82306,2 (2) s,1,0 s,10 m,2,0 s,8 h,32.5,158,0.1919666,,0.04047986,0 s,10 m,0.08095972,0 s,85.5,30009,36.46029,,,53
R_4RTI7113B-PV,DEGF,100,500,198.9207,78.65791,Check Signal,-,10/10/2019 9:16:51 AM,5769,7 (7) s,0,0 s,10 m,5,0 s,8 h,47.5,93,1.612064,,0.1053825,0 s,10 m,0.210765,0 s,89.5,4117,71.36419,,,42
R_0ZTI6721-PV,,100,300,273.6221,7.402008,Hard to Compress,-,10/10/2019 9:16:54 AM,179595,4 (4) s,0,0 s,10 m,0.18,0 s,8 h,64.3,7547,4.202233,,0.006775971,0 s,10 m,0.01355194,0 s,98.4,172165,95.86292,,,34.1
R_5ZLIC14940-VL,%,0,100,27.73063,52.26937,Hard to Compress,-,10/15/2019 11:50:26 AM,927721,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,927705,99.99828,,0.02094808,0 s,1 m,0.04189615,0 s,99.9,924949,99.7012,,,-0.1
R_4RFIC1275A-SP,KPPH,0,400,0,155,Check Signal,-,10/10/2019 9:16:22 AM,172460,7 (7) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,172239,99.87186,,0.139628,0 s,1 m,0.279256,0 s,92.2,139719,81.0153,,,-7.8
P_2PBJI11082-PV,INT,0,64,-2.32,61.71737,Check Signal,-,9/26/2019 10:37:05 AM,63790,4 (4) s,0.32,0 s,10 m,0.64,0 s,8 h,96.3,52845,82.84213,,0.3809681,0 s,10 m,0.7619362,0 s,87.1,43650,68.42765,,,-9.2
R_5RFIC6916-VL,%,0,100,9.519185,22.36087,-,-,10/10/2019 9:22:54 AM,98782,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,99.5,97918,99.12535,,0.04076898,0 s,1 m,0.08153795,0 s,85.9,37494,37.95631,,,-13.6
P_0PPIC4167A-SP,PSI,0,2500,1019.325,130.675,Hard to Compress,-,10/10/2019 9:16:40 AM,553056,4 (4) s,0.0001,0 s,1 m,0.0002,0 s,5 m,99.6,549063,99.27801,,0.02856171,0 s,1 m,0.05712342,0 s,99.7,544944,98.53324,,,0.1
R_5RHIC6909-PV,%,-100,200,45.81189,12.72114,-,-,10/15/2019 11:45:40 AM,938197,7 (7) s,2,0 s,10 m,4,0 s,8 h,35.1,63,0.006715008,,0.03743453,0 s,10 m,0.07486907,0 s,85.6,345554,36.83171,,,50.5
R_0ZFIC3516X-VL,PCT,0,100,0,75.18995,-,Stale,10/10/2019 9:16:44 AM,30360,1 (1) s,0.0001,0 s,1 m,0.0001,0 s,5 m,100,30170,99.37418,,0.04885704,0 s,1 m,0.09771409,0 s,89.7,11339,37.34848,,,-10.3
R_6ZLIC15163-VL,,0,100,30.55702,72.44298,Check Signal,-,10/24/2019 4:35:20 PM,997514,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997289,99.97745,,0.06953301,0 s,1 m,0.139066,0 s,86.5,609221,61.07393,,,-13.5
P_0PPIC13830-VL,%,0,100,0,55,Check Signal,-,10/10/2019 9:15:39 AM,6952,7 (7) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,6926,99.62601,,0.1509002,0 s,1 m,0.3018003,0 s,91.6,4355,62.64384,,,-8.4
P_0DFI4504_TOTAL-PV,GALLONS,0,10000,0,585765.4,-,-,10/19/2019 3:10:52 AM,996832,4 (4) s,1.25,0 s,10 m,2.5,0 s,8 h,100,162161,16.26764,,196.5776,0 s,10 m,393.1553,0 s,96.6,222,0.02227055,,,-3.4
R_5RWI2041C8-PV,LBS,-100000,200000,-4762.227,9126.012,Hard to Compress,Stale,10/10/2019 9:18:43 AM,3768,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3767,99.97346,,21.07858,0 s,10 m,42.15715,0 s,97.5,3514,93.25903,,,-2.5
R_5RFIC9914-ESP,IN H2O,0,1200,148.1882,1150.706,-,-,10/10/2019 9:16:53 AM,130771,2 (2) s,0,0 s,10 m,0.72,0 s,8 h,98.8,90008,68.82871,,1.930552,0 s,10 m,3.861103,0 s,86.6,37311,28.53156,,,-12.2
R_4RPDI8051-PV,INWC,0,20,5.892399,4.101219,Hard to Compress,-,10/10/2019 9:15:52 AM,65917,7 (7) s,0,0 s,10 m,0.1,0 s,8 h,72.5,32633,49.5062,,0.006411502,0 s,10 m,0.012823,0 s,96.7,60099,91.17375,,,24.2
P_2PAI5780F-PV,PPM,0,25,-0.319168,14.22098,Hard to Compress,-,9/26/2019 10:39:55 AM,48953,4 (4) s,0.125,0 s,10 m,0.25,0 s,8 h,5.89,314,0.6414316,,0.0001913905,0 s,10 m,0.000382781,0 s,96.5,46401,94.78683,,,90.6
R_6ZFIC15246-VL,,0,100,42.93805,52.55239,-,-,10/24/2019 4:54:29 AM,997859,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996760,99.88986,,0.01435144,0 s,1 m,0.02870288,0 s,92.7,87635,8.782303,,,-7.3
P_2PAI5780D-PV,PPM,0,25,-0.3299922,7.415143,Check Signal,-,9/26/2019 10:42:04 AM,15022,4 (4) s,0.125,0 s,10 m,0.25,0 s,8 h,11.5,195,1.298096,,0.0009935796,0 s,10 m,0.001987159,0 s,90.6,10536,70.13713,,,79.1
R_5RLIC6247-PV,%,0,100,40.16793,38.65144,-,-,10/10/2019 9:16:09 AM,206447,2 (2) s,0,0 s,1 m,0.0002,0 s,5 m,100,204832,99.21772,,0.0126117,0 s,1 m,0.02522341,0 s,85.6,77916,37.74141,,,-14.4
R_6ZPI15252-PV,PSIG,0,100,3.884842,38.70968,-,-,10/15/2019 11:45:25 AM,842321,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,841451,99.89671,,0.05634756,0 s,1 m,0.1126951,0 s,87.4,21251,2.52291,,,-12.6
R_6ZPI15145-PV,InHG,-30,45,-21.28807,2.110031,Hard to Compress,-,10/15/2019 11:45:26 AM,757375,2 (2) s,4.5E-05,0 s,1 m,9E-05,0 s,5 m,100,756635,99.9023,,0.005052205,0 s,1 m,0.01010441,0 s,96.2,616790,81.43786,,,-3.8
R_6ZDTI15052-PV,DEGF,0,400,7.179062,10.21495,-,-,10/24/2019 3:28:53 AM,997753,2 (2) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,997384,99.96301,,0.02583708,0 s,1 m,0.05167416,0 s,85.1,478574,47.96518,,,-14.9
R_5RRIC9919A-SP,GPM,0,1000,329.5786,258.4891,-,-,10/10/2019 9:23:51 AM,4790,3 (3) s,0,0 s,10 m,0,0 s,8 h,99.8,4451,92.92275,,0.3978533,0 s,10 m,0.7957066,0 s,94.5,1430,29.85386,,,-5.3
R_6ZII16305-PV,AMPS,0,300,141.856,57.10379,Check Signal,-,10/24/2019 6:53:48 PM,996678,2 (2) s,0.0003,0 s,1 m,0.0006,0 s,5 m,100,996657,99.99789,,0.1501059,0 s,1 m,0.3002117,0 s,94,852175,85.50153,,,-6
R_6ZBPR15029-PV,DEGF,0,35,4.079895,35.19802,-,-,10/24/2019 3:21:49 PM,997202,2 (2) s,3.5E-05,0 s,1 m,6.999999E-05,0 s,5 m,100,997139,99.99368,,0.08103368,0 s,1 m,0.1620674,0 s,88.7,227289,22.79268,,,-11.3
R_4RFIC9931-VL,%,0,100,12.72849,49.47438,Check Signal,-,10/10/2019 9:15:47 AM,97279,7 (7) s,0.0001,0 s,1 m,0.0002,0 s,5 m,99.9,97178,99.89617,,0.03005064,0 s,1 m,0.06010129,0 s,95,85283,87.66846,,,-4.9
R_5RHIC6917-VL,PCT,0,100,10.13275,23.24849,-,-,10/15/2019 11:52:00 AM,99542,2 (2) s,1,0 s,10 m,2,0 s,8 h,29.4,305,0.3064033,,0.0400532,0 s,10 m,0.08010641,0 s,85.6,35607,35.77083,,,56.2
R_5RWI2041M8-PV,LBS,-100000,200000,-1087.542,3772.74,Hard to Compress,-,10/10/2019 9:17:20 AM,3769,2 (2) s,0,0 s,10 m,0,0 s,8 h,100,3768,99.97347,,6.714901,0 s,10 m,13.4298,0 s,97.7,3501,92.88937,,,-2.3
R_5ZFIC15013-SP,GPM,0,4000,8,3815.262,-,Stale,10/15/2019 11:52:13 AM,3488,2 (2) s,0,0 s,10 m,0,0 s,8 h,89.3,602,17.25917,,7.650001,0 s,10 m,15.3,0 s,89.7,590,16.91514,,,0.4
R_4RFIC1275A-PV,KPPH,0,400,0,113.7334,Hard to Compress,-,10/10/2019 9:15:38 AM,331203,7 (7) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,330998,99.93811,,0.07810523,0 s,1 m,0.1562105,0 s,97,306059,92.40828,,,-3
P_5OFIC15409-SP,GPM,0,90,0,99.3219,-,-,10/15/2019 11:47:20 AM,4485,4 (4) s,0,0 s,10 m,0.5,0 s,8 h,93.7,817,18.21628,,0.2175,0 s,10 m,0.435,0 s,94.4,868,19.3534,,,0.7
R_6ZTI15384-PV,DEGF,32,392,130.794,78.57559,-,-,10/23/2019 10:04:23 AM,997335,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,994606,99.72637,,0.05013401,0 s,1 m,0.100268,0 s,91.7,65867,6.6043,,,-8.3
R_6ZFIC15369-SP,,0,25000,65.08276,24934.92,-,-,10/24/2019 2:04:19 PM,997417,2 (2) s,0.025,0 s,1 m,0.05,0 s,5 m,100,996596,99.91769,,11.03454,0 s,1 m,22.06908,0 s,92,42148,4.225715,,,-8
0HFIC14999.PV,GPM,0,1000,-0.2097487,732.099,-,-,10/15/2019 11:45:58 AM,71730,6 (6) s,0,0 s,10 m,0,0 s,8 h,100,71725,99.99303,,2.348565,0 s,10 m,4.69713,0 s,85.3,20550,28.6491,,,-14.7
R_5RTIC6269A-VL,,0,100,56,15.00777,-,-,10/10/2019 9:18:17 AM,54077,3 (3) s,0,0 s,1 m,0.06,0 s,5 m,91.4,15185,28.08033,,0.03283248,0 s,1 m,0.06566496,0 s,85.4,14542,26.89128,,,-6
R_4RFI1276A-PV,KPPH,0,200,0.01380444,100.1114,Check Signal,-,10/10/2019 9:15:44 AM,162329,7 (7) s,0,0 s,10 m,0.2,0 s,8 h,97.7,137809,84.89487,,0.0650643,0 s,10 m,0.1301286,0 s,95.8,145484,89.62292,,,-1.9
R_5RTI7073-PV,,0,500,355.8116,103.8701,-,-,10/10/2019 9:16:23 AM,206981,2 (2) s,0,0 s,10 m,0.3,0 s,8 h,93,36144,17.46247,,0.1942266,0 s,10 m,0.3884532,0 s,85.1,26379,12.74465,,,-7.9
R_6ZFIC15255-ESP,,0,200,63.3622,95.53391,-,-,10/23/2019 2:25:28 PM,996791,2 (2) s,0.0002,0 s,1 m,0.0004,0 s,5 m,100,993459,99.66573,,0.03189256,0 s,1 m,0.06378511,0 s,93.7,63900,6.410571,,,-6.3
R_4RN32205-PV,DEGF,0,800,413,76,-,-,10/10/2019 9:18:40 AM,37921,4 (4) s,0,0 s,10 m,0.008,0 s,8 h,97.2,22569,59.51583,,0.06,0 s,10 m,0.12,0 s,99.1,22292,58.78537,,,1.9
R_5RTI6352R-PV,,0,600,373.5831,130.5884,-,-,10/10/2019 9:16:09 AM,130844,2 (2) s,0,0 s,10 m,0.36,0 s,8 h,92.9,8561,6.542906,,0.123648,0 s,10 m,0.2472959,0 s,89.2,12116,9.259882,,,-3.7
R_4RDIC1251-SP,BE,0,30,16,10.33333,Hard to Compress,-,10/10/2019 9:22:30 AM,3821,7 (7) s,3E-05,0 s,1 m,6E-05,0 s,5 m,99.9,3816,99.86914,,0.0005500002,0 s,1 m,0.0011,0 s,98.1,3816,99.86914,,,-1.8
R_4RFIC9933-PV,GPM,0,1200,4.032539E-09,1243.498,Check Signal,-,9/26/2019 10:33:52 AM,103887,7 (7) s,0,0 s,1 m,0.75,0 s,5 m,99.7,98927,95.22559,,1.426115,0 s,1 m,2.85223,0 s,93.3,86540,83.30205,,,-6.4
R_5RPI6355-PV,,-3,1,0.1589766,0.0415906,Hard to Compress,-,10/10/2019 9:16:56 AM,152753,2 (2) s,0,0 s,18 h,0.0006,0 s,8 h,92.5,129759,84.94695,,6.696553E-05,0 s,18 h,0.0001339311,0 s,99,148942,97.50512,,,6.5
R_6ZFIC15246-PV,KPPH,0,320,137.4737,128.6033,-,-,10/24/2019 10:08:07 AM,997835,2 (2) s,0.00032,0 s,1 m,0.00064,0 s,5 m,100,996456,99.8618,,0.05293373,0 s,1 m,0.1058675,0 s,91.1,93535,9.373795,,,-8.9
P_2PFIC5792-S_ESP,pH,0,14,0,23.50881,-,-,10/10/2019 9:24:02 AM,23894,4 (4) s,1.4E-05,0 s,1 m,1.4E-05,0 s,5 m,100,23887,99.9707,,0.05656068,0 s,1 m,0.1131214,0 s,85.1,8656,36.22667,,,-14.9
P_3OFIC15407-PV,GPM,0,90,-0.03292882,93.28099,Check Signal,-,10/24/2019 3:28:55 PM,996788,4 (4) s,0,0 s,10 m,0.5000001,0 s,8 h,96.9,15413,1.546267,,0.0001199974,0 s,10 m,0.0002399948,0 s,88.7,709090,71.1375,,,-8.2
6ZPDI15042.PV,psid,0,7.3,-0.05204719,1.061762,Hard to Compress,-,10/10/2019 9:16:21 AM,351729,3 (3) s,0,0 s,10 m,0.00365,0 s,8 h,98.2,65159,18.52534,,5.204719E-05,0 s,10 m,0.0001040944,0 s,100,348706,99.14053,,,1.8
R_6ZDTI15130-PV,DEGF,0,400,2.269958,9.408953,Check Signal,-,10/24/2019 7:10:27 AM,996993,2 (2) s,0.0004,0 s,1 m,0.0008,0 s,5 m,100,996552,99.95576,,0.01354385,0 s,1 m,0.02708771,0 s,87.5,648824,65.07809,,,-12.5
R_6ZLI15109-PV,PCT,0,100,36.98179,9.852562,-,-,10/19/2019 8:44:47 AM,998757,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,997709,99.89507,,0.02810063,0 s,1 m,0.05620125,0 s,85.8,488283,48.88907,,,-14.2
0HAI15005.PV,PPM,0,50,1.471646,26.1519,-,-,10/15/2019 11:48:21 AM,3150,6 (6) s,0,0 s,10 m,0,0 s,8 h,98.6,3096,98.28571,,0.001573639,0 s,10 m,0.003147277,0 s,85.3,1855,58.88889,,,-13.3
R_4RFIC9932-VL,%,0,100,0,100,Check Signal,-,10/10/2019 9:15:34 AM,150654,7 (7) s,0,0 s,1 m,0.0625,0 s,5 m,99.3,135649,90.04009,,0.05414401,0 s,1 m,0.108288,0 s,92.5,124915,82.91515,,,-6.8
R_4RN32207-PV,DEGF,0,800,413,78,-,-,10/10/2019 9:16:35 AM,37418,4 (4) s,0,0 s,10 m,0.008,0 s,8 h,97.1,23616,63.11401,,0.05,0 s,10 m,0.1,0 s,99.2,23347,62.3951,,,2.1
R_5ZHIC9827-VL,%,0,100,0,50,-,-,10/10/2019 9:25:42 AM,3977,3 (3) s,0,0 s,10 m,1,0 s,8 h,94.6,256,6.437013,,0.24,0 s,10 m,0.48,0 s,95.9,297,7.46794,,,1.3
P_2PBJI11085-PV,INT,0,64,-2.32,62.86259,Hard to Compress,-,9/26/2019 10:33:41 AM,96621,4 (4) s,0.32,0 s,10 m,0.64,0 s,8 h,91.6,71917,74.43206,,0.00247139,0 s,10 m,0.00494278,0 s,98.7,92770,96.01433,,,7.1
R_4RFI9828-PV,GPM,0,60,0,25.29332,-,Stale,10/10/2019 9:16:54 AM,2260,7 (7) s,0,0 s,18 h,0.1,0 s,8 h,93.2,1220,53.9823,,0.06859604,0 s,18 h,0.1371921,0 s,86.4,955,42.25664,,,-6.8
R_5RPI6364-PV,,0,5,-0.03473163,0.005303031,Hard to Compress,-,10/10/2019 9:16:11 AM,479895,2 (2) s,0,0 s,18 h,0.003,0 s,8 h,2.59,39769,8.287021,,9.698879E-06,0 s,18 h,1.939776E-05,0 s,100,479735,99.96666,,,97.4
R_5ZFIC1450B-PV,KCFM,0,14,0.06582219,3.416102,Check Signal,-,10/10/2019 9:17:23 AM,26684,2 (2) s,0,0 s,1 m,0.00875,0 s,5 m,99.4,25286,94.76091,,0.01459428,0 s,1 m,0.02918856,0 s,89.6,21012,78.74381,,,-9.8
R_6ZII16327-PV,%ML,0,148,-0.05021397,55.94365,-,-,10/19/2019 11:20:40 PM,997593,2 (2) s,0.000148,0 s,1 m,0.000296,0 s,5 m,100,997418,99.98246,,0.0607589,0 s,1 m,0.1215178,0 s,87,190255,19.07141,,,-13
R_5RPIC6458-SP,,0,400,170,10,Hard to Compress,-,10/10/2019 9:16:52 AM,3776,3 (3) s,0,0 s,1 m,0.24,0 s,5 m,99.6,3772,99.89407,,0.0025,0 s,1 m,0.005,0 s,99,3772,99.89407,,,-0.6
R_5RFIC6350-VL,%,0,100,20.47466,79.52534,-,Stale,10/10/2019 9:16:26 AM,156149,3 (3) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,155832,99.79699,,0.0868004,0 s,1 m,0.1736008,0 s,91.2,8125,5.203363,,,-8.8
R_4RCI9969A-PV,UMHO,0,20,0.6043482,30.48315,-,-,10/10/2019 9:17:51 AM,4850,7 (7) s,0,0 s,18 h,0.2,0 s,8 h,89.7,842,17.36082,,0.0328853,0 s,18 h,0.0657706,0 s,85.7,1035,21.34021,,,-4
R_5RTI2040G-PV,DEGF,500,350,638.4694,198.3494,-,-,10/10/2019 9:16:20 AM,140883,2 (2) s,1.75,0 s,10 m,3.5,0 s,8 h,68.5,5648,4.009,,0.1561569,0 s,10 m,0.3123139,0 s,90.3,29313,20.80663,,,21.8
R_4RTIC1261-PV,DEGF,100,200,99.0963,125.2403,Check Signal,-,10/10/2019 9:18:37 AM,5419,7 (7) s,0,0 s,1 m,0.0004,0 s,5 m,100,5414,99.90773,,0.2050209,0 s,1 m,0.4100419,0 s,85.4,4465,82.39527,,,-14.6
R_6ZII16326-PV,%ML,0,148,0.08701387,47.76007,-,-,10/18/2019 10:30:05 PM,999890,2 (2) s,0.000148,0 s,1 m,0.000296,0 s,5 m,100,999837,99.9947,,0.0942123,0 s,1 m,0.1884246,0 s,87.2,167681,16.76994,,,-12.8
R_5RTI13935B-PV,DEGF,0,1000,523.0532,28.32587,-,-,10/15/2019 11:48:23 AM,24946,2 (2) s,2.5,0 s,10 m,5,0 s,8 h,24.5,286,1.146476,,0.07294104,0 s,10 m,0.1458821,0 s,85.2,12123,48.59697,,,60.7
R_5RHIC6909-SP,%,-100,200,192.2813,6.821503,-,-,10/15/2019 11:55:21 AM,4321,7 (7) s,2,0 s,10 m,4,0 s,8 h,44.2,63,1.457996,,0.004372986,0 s,10 m,0.008745972,0 s,99.8,1367,31.6362,,,55.6
R_5ZLIC14940-PV,%,0,100,27.70953,21.36757,Hard to Compress,-,10/15/2019 11:50:27 AM,110746,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,110688,99.94762,,0.004700757,0 s,1 m,0.009401513,0 s,99.3,108058,97.57282,,,-0.7
P_3OFIC15407-VL,PCT,0,100,0,100,-,-,10/15/2019 11:46:29 AM,130982,4 (4) s,0,0 s,10 m,0.5,0 s,8 h,84.6,477,0.3641722,,0.00836361,0 s,10 m,0.01672722,0 s,93.6,11381,8.68898,,,9
R_4RDI1256A-PV,%SLD,50,25,49.09375,26.8125,Check Signal,-,9/25/2019 7:20:10 AM,20519,7 (7) s,0,0 s,18 h,0.25,0 s,8 h,78.2,4828,23.52941,,0.006498963,0 s,18 h,0.01299793,0 s,93.3,18116,88.2889,,,15.1
P_0PPIC6670B-VL,%,0,100,6.26953E-10,77.13781,-,-,10/10/2019 9:24:33 AM,360896,7 (7) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,360682,99.9407,,0.1193636,0 s,1 m,0.2387271,0 s,85.5,182918,50.68441,,,-14.5
R_5ZTI6387-PV,DEGF,0,200,-114.664,187.7417,-,-,10/10/2019 9:16:43 AM,69867,2 (2) s,0,0 s,10 m,2,0 s,8 h,83.8,22240,31.83191,,0.6800071,0 s,10 m,1.360014,0 s,85,34507,49.38955,,,1.2
R_4RFI1255-PV,GPM,0,300,0.01933401,310.8557,-,-,9/25/2019 7:17:37 AM,94688,7 (7) s,0,0 s,18 h,3,0 s,8 h,83.2,22289,23.53941,,0.440894,0 s,18 h,0.8817881,0 s,85.6,55982,59.12259,,,2.4
R_5RTI6262-PV,,0,600,346.77,50.22742,-,-,10/10/2019 9:17:26 AM,52141,2 (2) s,0,0 s,10 m,0.36,0 s,8 h,84.3,11385,21.83502,,0.07707593,0 s,10 m,0.1541519,0 s,85.2,20054,38.46109,,,0.9
R_6ZTIC15224-SP,,32,392,235,20,-,-,10/15/2019 11:46:25 AM,47818,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,46238,96.6958,,0.04337754,0 s,1 m,0.08675507,0 s,88.9,19635,41.06194,,,-11.1
P_0OTIC15403-PV,DEGF,0,212,68.77805,134.1741,-,-,10/15/2019 11:46:50 AM,87582,4 (4) s,0,0 s,10 m,0.5000001,0 s,8 h,88.7,5109,5.83339,,0.08713928,0 s,10 m,0.1742786,0 s,91.4,15095,17.23528,,,2.7
R_5RTI6466-PV,,0,600,236.9203,23.66811,Hard to Compress,-,10/10/2019 9:16:16 AM,39017,2 (2) s,0,0 s,10 m,0.36,0 s,8 h,71.2,4566,11.70259,,0.0125094,0 s,10 m,0.0250188,0 s,96.6,36537,93.6438,,,25.4
R_6ZTI15367-PV,DEGF,32,392,147.4639,76.3141,-,-,10/23/2019 12:03:22 PM,997250,2 (2) s,0.000392,0 s,1 m,0.000784,0 s,5 m,100,994611,99.73537,,0.02673792,0 s,1 m,0.05347583,0 s,87.3,409793,41.0923,,,-12.7
R_6ZII16314-PV,%ML,0,100,64.0152,16.76645,Check Signal,-,10/22/2019 1:07:04 AM,997807,2 (2) s,0.0001,0 s,1 m,0.0002,0 s,5 m,100,996998,99.91892,,0.001475113,0 s,1 m,0.002950226,0 s,88.3,763693,76.53715,,,-11.7
R_0ZAI14864-PV,uMHO,0,25000,-16.98246,32.00541,Hard to Compress,-,10/15/2019 11:45:24 AM,725075,2 (2) s,0.025,0 s,1 m,0.05,0 s,5 m,100,724905,99.97655,,0.0849123,0 s,1 m,0.1698246,0 s,100,723232,99.74582,,,0
